; Sample Rate 44100
; Channels 1
               0                0 
   2.2675737e-05        0.0142471 
   4.5351474e-05        0.0284913 
   6.8027211e-05        0.0427297 
   9.0702948e-05        0.0569595 
   0.00011337868        0.0711777 
   0.00013605442        0.0853814 
   0.00015873016        0.0995678 
    0.0001814059         0.113734 
   0.00020408163         0.127877 
   0.00022675737         0.141994 
   0.00024943311         0.156083 
   0.00027210884         0.170139 
   0.00029478458         0.184161 
   0.00031746032         0.198146 
   0.00034013605         0.212091 
   0.00036281179         0.225992 
   0.00038548753         0.239848 
   0.00040816327         0.253655 
     0.000430839          0.26741 
   0.00045351474         0.281111 
   0.00047619048         0.294755 
   0.00049886621         0.308339 
   0.00052154195         0.321861 
   0.00054421769         0.335317 
   0.00056689342         0.348706 
   0.00058956916         0.362023 
    0.0006122449         0.375267 
   0.00063492063         0.388435 
   0.00065759637         0.401524 
   0.00068027211         0.414531 
   0.00070294785         0.427454 
   0.00072562358         0.440291 
   0.00074829932         0.453038 
   0.00077097506         0.465693 
   0.00079365079         0.478254 
   0.00081632653         0.490718 
   0.00083900227         0.503082 
     0.000861678         0.515343 
   0.00088435374         0.527501 
   0.00090702948         0.539551 
   0.00092970522         0.551491 
   0.00095238095          0.56332 
   0.00097505669         0.575034 
   0.00099773243         0.586632 
    0.0010204082         0.598111 
    0.0010430839         0.609468 
    0.0010657596         0.620701 
    0.0010884354         0.631808 
    0.0011111111         0.642788 
    0.0011337868         0.653636 
    0.0011564626         0.664352 
    0.0011791383         0.674933 
    0.0012018141         0.685378 
    0.0012244898         0.695683 
    0.0012471655         0.705846 
    0.0012698413         0.715867 
     0.001292517         0.725742 
    0.0013151927          0.73547 
    0.0013378685         0.745049 
    0.0013605442         0.754476 
      0.00138322          0.76375 
    0.0014058957         0.772869 
    0.0014285714         0.781831 
    0.0014512472         0.790635 
    0.0014739229         0.799278 
    0.0014965986         0.807759 
    0.0015192744         0.816076 
    0.0015419501         0.824227 
    0.0015646259         0.832211 
    0.0015873016         0.840026 
    0.0016099773          0.84767 
    0.0016326531         0.855143 
    0.0016553288         0.862442 
    0.0016780045         0.869565 
    0.0017006803         0.876513 
     0.001723356         0.883282 
    0.0017460317         0.889872 
    0.0017687075         0.896281 
    0.0017913832         0.902509 
     0.001814059         0.908553 
    0.0018367347         0.914413 
    0.0018594104         0.920087 
    0.0018820862         0.925574 
    0.0019047619         0.930874 
    0.0019274376         0.935984 
    0.0019501134         0.940905 
    0.0019727891         0.945634 
    0.0019954649         0.950172 
    0.0020181406         0.954517 
    0.0020408163         0.958668 
    0.0020634921         0.962624 
    0.0020861678         0.966385 
    0.0021088435          0.96995 
    0.0021315193         0.973318 
     0.002154195         0.976488 
    0.0021768707          0.97946 
    0.0021995465         0.982234 
    0.0022222222         0.984808 
     0.002244898         0.987182 
    0.0022675737         0.989355 
    0.0022902494         0.991328 
    0.0023129252           0.9931 
    0.0023356009          0.99467 
    0.0023582766         0.996038 
    0.0023809524         0.997204 
    0.0024036281         0.998167 
    0.0024263039         0.998928 
    0.0024489796         0.999486 
    0.0024716553         0.999841 
    0.0024943311         0.999994 
    0.0025170068         0.999943 
    0.0025396825         0.999689 
    0.0025623583         0.999233 
     0.002585034         0.998573 
    0.0026077098         0.997711 
    0.0026303855         0.996646 
    0.0026530612         0.995379 
